"","species","decimalLatitude","decimalLongitude","family","year","month","day","recordedBy","identifiedBy","sex","stateProvince","locality","coordinatePrecision","uid"
"12219","Hylaeus pictus",39.774475,3.129261,"Colletidae",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_12218"
"12220","Hylaeus pictus",39.774475,3.129261,"Colletidae",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_12219"
"12221","Colletes abeillei",39.774475,3.129261,"Colletidae",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_12220"
"12222","Hylaeus clypearis",39.774475,3.129261,"Colletidae",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_12221"
"12223","Colletes dusmeti",39.774475,3.129261,"Colletidae",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_12222"
"12224","Colletes succinctus",39.26998,3.059677,"Colletidae",2008,NA,NA,NA,NA,NA,"Mallorca","ses Salines, cap de",NA,"55_Gbif_12223"
"12225","Hylaeus taeniolatus",39.774475,3.129261,"Colletidae",2008,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_12224"
"12226","Hylaeus signatus",39.774475,3.129261,"Colletidae",2008,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_12225"
"12227","Hylaeus trinotatus",39.792096,3.075312,"Colletidae",2008,NA,NA,NA,NA,NA,"Mallorca","Camí des Forcadets",NA,"55_Gbif_12226"
"12228","Hylaeus pictus",39.774475,3.129261,"Colletidae",2008,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_12227"
"12229","Colletes abeillei",39.950588,4.044897,"Colletidae",2008,NA,NA,NA,NA,NA,"Menorca","Sa Siurana",NA,"55_Gbif_12228"
"12230","Colletes abeillei",39.950588,4.044897,"Colletidae",2008,NA,NA,NA,NA,NA,"Menorca","Sa Siurana",NA,"55_Gbif_12229"
"12231","Colletes dusmeti",39.727661,3.220508,"Colletidae",2008,NA,NA,NA,NA,NA,"Mallorca","Son Serra de Marina",NA,"55_Gbif_12230"
"12232","Hylaeus clypearis",39.950588,4.044897,"Colletidae",2008,NA,NA,NA,NA,NA,"Menorca","Menorca",NA,"55_Gbif_12231"
"12233","Hylaeus clypearis",39.353108,3.177782,"Colletidae",2008,NA,NA,NA,NA,NA,"Mallorca","PN Cala Mondragó",NA,"55_Gbif_12232"
"12234","Hylaeus punctatus",39.4824,3.0871,"Colletidae",2008,NA,NA,NA,NA,NA,"Mallorca","Son Mesquida",NA,"55_Gbif_12233"
"12235","Hylaeus sulphuripes",39.4824,3.0871,"Colletidae",2008,NA,NA,NA,NA,NA,"Mallorca","Son Mesquida",NA,"55_Gbif_12234"
"12236","Hylaeus clypearis",39.4824,3.0871,"Colletidae",2008,NA,NA,NA,NA,NA,"Mallorca","Son Mesquida",NA,"55_Gbif_12235"
"12237","Hylaeus clypearis",39.4824,3.0871,"Colletidae",2008,NA,NA,NA,NA,NA,"Mallorca","Son Mesquida",NA,"55_Gbif_12236"
"12238","Hylaeus clypearis",39.4824,3.0871,"Colletidae",2008,NA,NA,NA,NA,NA,"Mallorca","Son Mesquida",NA,"55_Gbif_12237"
"12239","Hylaeus trinotatus",39.774475,3.129261,"Colletidae",2008,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_12238"
"12240","Hylaeus clypearis",39.742645,3.430195,"Colletidae",2008,NA,NA,NA,NA,NA,"Mallorca","Cala Mesquida",NA,"55_Gbif_12239"
"12241","Colletes abeillei",39.742645,3.430195,"Colletidae",2008,NA,NA,NA,NA,NA,"Mallorca","Cala Mesquida",NA,"55_Gbif_12240"
"12242","Hylaeus pictus",39.774475,3.129261,"Colletidae",2008,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_12241"
"12243","Hylaeus pictus",39.774475,3.129261,"Colletidae",2008,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_12242"
"12244","Hylaeus imparilis",39.774475,3.129261,"Colletidae",2008,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_12243"
"12245","Hylaeus variegatus",39.774475,3.129261,"Colletidae",2008,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_12244"
"12346","Hylaeus spilotus",39.774475,3.129261,"Colletidae",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_12345"
"12347","Colletes abeillei",39.774475,3.129261,"Colletidae",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_12346"
"12348","Colletes abeillei",39.774475,3.129261,"Colletidae",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_12347"
"12349","Hylaeus pictus",39.774475,3.129261,"Colletidae",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_12348"
"12350","Hylaeus pictus",39.774475,3.129261,"Colletidae",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_12349"
"12351","Hylaeus pictus",39.774475,3.129261,"Colletidae",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_12350"
"12352","Hylaeus cornutus",39.774475,3.129261,"Colletidae",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_12351"
"12353","Colletes abeillei",39.774475,3.129261,"Colletidae",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_12352"
"12354","Hylaeus taeniolatus",39.774475,3.129261,"Colletidae",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_12353"
"12355","Hylaeus spilotus",39.774475,3.129261,"Colletidae",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_12354"
"12356","Hylaeus imparilis",39.774475,3.129261,"Colletidae",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_12355"
"12357","Hylaeus imparilis",39.774475,3.129261,"Colletidae",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_12356"
"12358","Hylaeus imparilis",39.774475,3.129261,"Colletidae",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_12357"
"12359","Hylaeus clypearis",39.774475,3.129261,"Colletidae",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_12358"
"12360","Hylaeus pictus",39.774475,3.129261,"Colletidae",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_12359"
"12361","Hylaeus spilotus",39.774475,3.129261,"Colletidae",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_12360"
"12362","Hylaeus variegatus",39.774475,3.129261,"Colletidae",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_12361"
"12364","Colletes abeillei",39.727661,3.220508,"Colletidae",2006,NA,NA,NA,NA,NA,"Mallorca","Son Serra de Marina",NA,"55_Gbif_12363"
"12365","Hylaeus signatus",39.774475,3.129261,"Colletidae",2006,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_12364"
"12366","Hylaeus signatus",39.774475,3.129261,"Colletidae",2006,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_12365"
"12367","Hylaeus signatus",39.774475,3.129261,"Colletidae",2006,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_12366"
"12368","Hylaeus trinotatus",39.774475,3.129261,"Colletidae",2006,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_12367"
"12369","Hylaeus pictus",39.774475,3.129261,"Colletidae",2006,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_12368"
"12371","Colletes succinctus",37.978298,-1.13,"Colletidae",2004,10,20,"E. Scheuchl","Stefan Schmidt",NA,NA,"- Alhama de Murcia, Sierra Espuna",NA,"55_Gbif_12370"
"12372","Colletes dusmeti",37.9783,-1.13,"Colletidae",2004,10,20,"E. Scheuchl","Christian Schmid-Egger","FEMALE","Murcia","Alhama de Murcia, Sierra Espuna",NA,"55_Gbif_12371"
"12373","Colletes dusmeti",37.98,-1.13,"Colletidae",2004,10,20,"E. Scheuchl","Christian Schmid-Egger",NA,NA,"Murcia, Alhama de Murcia, Sierra Espuna",NA,"55_Gbif_12372"
"12374","Hylaeus coriaceus",37.6922,-2.09434,"Colletidae",2003,7,19,"Ortiz, J","Ortiz, J","FEMALE","Andalusia","Macián, Vélez-Blanco",NA,"55_Gbif_12373"
"12375","Colletes abeillei",39.354715,3.001901,"Colletidae",2003,NA,NA,NA,NA,NA,"Mallorca","Ses Salines de Campos",NA,"55_Gbif_12374"
"12376","Colletes abeillei",39.789444,3.09669,"Colletidae",2003,NA,NA,NA,NA,NA,"Mallorca","Albufera de Mallorca",NA,"55_Gbif_12375"
"12377","Hylaeus annularis",39.789444,3.09669,"Colletidae",2003,NA,NA,NA,NA,NA,"Mallorca","Albufera de Mallorca",NA,"55_Gbif_12376"
"12378","Colletes succinctus",39.789444,3.09669,"Colletidae",2003,NA,NA,NA,NA,NA,"Mallorca","Albufera de Mallorca",NA,"55_Gbif_12377"
"12379","Hylaeus trinotatus",39.789444,3.09669,"Colletidae",2003,NA,NA,NA,NA,NA,"Mallorca","Albufera de Mallorca",NA,"55_Gbif_12378"
"12380","Hylaeus spilotus",39.4824,3.0871,"Colletidae",2003,NA,NA,NA,NA,NA,"Mallorca","Son Mesquida",NA,"55_Gbif_12379"
"12381","Hylaeus spilotus",39.789444,3.09669,"Colletidae",2003,NA,NA,NA,NA,NA,"Mallorca","Albufera de Mallorca",NA,"55_Gbif_12380"
"12382","Hylaeus spilotus",39.354715,3.001901,"Colletidae",2003,NA,NA,NA,NA,NA,"Mallorca","Ses Salines de Campos",NA,"55_Gbif_12381"
"12383","Hylaeus spilotus",39.354715,3.001901,"Colletidae",2003,NA,NA,NA,NA,NA,"Mallorca","Ses Salines de Campos",NA,"55_Gbif_12382"
"12384","Hylaeus imparilis",39.78418,2.788864,"Colletidae",2003,NA,NA,NA,NA,NA,"Mallorca","Cúber",NA,"55_Gbif_12383"
"12385","Hylaeus clypearis",39.7484,2.6493,"Colletidae",2002,NA,NA,NA,NA,NA,"Mallorca","Deià",NA,"55_Gbif_12384"
"12386","Hylaeus garrulus",36.9185,-2.47733,"Colletidae",1999,4,17,NA,NA,NA,NA,"Almeria Province, 3 Km W Benahadux",NA,"55_Gbif_12385"
"12387","Colletes succinctus",38.690102,0.1347,"Colletidae",1997,9,29,"E. Scheuchl","Stefan Schmidt",NA,NA,"Valencia - Benissa, Moraira",NA,"55_Gbif_12386"
"12405","Hylaeus euryscapus",37.78591,-1.42548,"Colletidae",1996,7,4,"Ortiz, J",NA,"MALE","Murcia","Rio Guadalentin, Totana",NA,"55_Gbif_12404"
"12406","Hylaeus euryscapus",37.78591,-1.42548,"Colletidae",1996,7,4,"Ortiz, J",NA,"MALE","Murcia","Rio Guadalentin, Totana",NA,"55_Gbif_12405"
"12428","Hylaeus imparilis",37.27689,-3.45733,"Colletidae",1994,5,30,"Ortiz, J","Dathe","MALE","Andalusia","Puerto de la Mora; Huétor - Santillán",NA,"55_Gbif_12427"
"12429","Hylaeus imparilis",37.27689,-3.45733,"Colletidae",1994,5,30,"Ortiz, J","Dathe","MALE","Andalusia","Puerto de la Mora; Huétor - Santillán",NA,"55_Gbif_12428"
"12430","Hylaeus imparilis",37.27689,-3.45733,"Colletidae",1994,5,30,"Ortiz, J","Dathe","FEMALE","Andalusia","Puerto de la Mora; Huétor - Santillán",NA,"55_Gbif_12429"
"12431","Hylaeus euryscapus",39.7,3.43333,"Colletidae",1993,4,16,NA,NA,NA,NA,"Capdepera (Mallorca)",NA,"55_Gbif_12430"
"12432","Hylaeus brachycephalus",37.05463,-2.99753,"Colletidae",1993,7,4,"Ortiz, J","Dathe","FEMALE","Andalusia","Arroyo Anchuelo, Sierra Nevada; Bayarcal",NA,"55_Gbif_12431"
"12433","Hylaeus brachycephalus",37.05463,-2.99753,"Colletidae",1993,7,4,"Ortiz, J","Dathe","MALE","Andalusia","Arroyo Anchuelo, Sierra Nevada; Bayarcal",NA,"55_Gbif_12432"
"12434","Hylaeus brachycephalus",37.0321,-2.99466,"Colletidae",1991,7,28,"Ortiz, J","Ortiz, J","FEMALE","Andalusia","Bayárcal; Sierra Nevada",NA,"55_Gbif_12433"
"12435","Colletes escalerai",36.01863,-5.59637,"Colletidae",1990,3,6,"H. Teunissen","M. Kuhlmann 2002",NA,"Cadiz","Tarifa",NA,"55_Gbif_12434"
"12436","Hylaeus taeniolatus",39.71801,2.58908,"Colletidae",1990,5,19,"Sanza, F","Dathe","FEMALE","Balearic Islands","Puerto Valldemossa",NA,"55_Gbif_12435"
"12437","Colletes succinctus",38.68826,0.13321,"Colletidae",1989,10,14,NA,"Kuhlmann, M","MALE","Valencia","Moraira",NA,"55_Gbif_12436"
"12438","Colletes abeillei",42.80475,-6.09724,"Colletidae",1987,7,11,"Schwarz, Max","Kuhlmann, M","FEMALE","Castile-Leon","Leon, Omanon",NA,"55_Gbif_12437"
"12439","Hylaeus variegatus",41.1167,1.25,"Colletidae",1987,8,23,NA,NA,NA,NA,"Tarragona",NA,"55_Gbif_12438"
"12440","Hylaeus clypearis",40.90714,-5.81735,"Colletidae",1986,7,9,"Torres, F","Asensio, E","MALE","Castile-Leon","Salamanca, Rodillo",NA,"55_Gbif_12439"
"12441","Colletes jankowskyi",37.03,-2.99502,"Colletidae",1986,7,29,"Guichard, K",NA,NA,"Andalusia","Puerto de la Ragua; Sierra Nevada",NA,"55_Gbif_12440"
"12442","Colletes jankowskyi",37.03,-2.99502,"Colletidae",1986,7,29,"Guichard, K",NA,NA,"Andalusia","Puerto de la Ragua; Sierra Nevada",NA,"55_Gbif_12441"
"12443","Hylaeus sinuatus",40.90714,-5.81735,"Colletidae",1986,9,2,"Torres, F","Asensio, E",NA,"Castile-Leon","Salamanca, Rodillo",NA,"55_Gbif_12442"
"12444","Hylaeus gibbus",42.60718,-4.79476,"Colletidae",1985,NA,NA,"Asensio, E","Asensio, E","MALE","Castile-Leon","Celadilla del Rio",NA,"55_Gbif_12443"
"12445","Hylaeus pictus",41.65351,-4.72197,"Colletidae",1984,7,4,"Asensio, E","Asensio, E","MALE","Castile-Leon","Valladolid",NA,"55_Gbif_12444"
"12446","Hylaeus sulphuripes",41.48734,-3.52106,"Colletidae",1984,7,30,"Sanza, F","Asensio, E","MALE","Castile-Leon","Maderuelo",NA,"55_Gbif_12445"
"12447","Hylaeus clypearis",41.68759,-4.06457,"Colletidae",1983,7,2,"Asensio, E","Warncke, Klaus",NA,"Castile-Leon","San Llorente",NA,"55_Gbif_12446"
"12448","Hylaeus signatus",41.68759,-4.06457,"Colletidae",1983,7,2,"Asensio, E","Warncke, Klaus",NA,"Castile-Leon","San Llorente",NA,"55_Gbif_12447"
"12449","Colletes caspicus",37.070167,-6.688583,"Colletidae",1983,10,18,"Herrera, J","Warncke, Klaus",NA,"Andalusia","Donana National Park",NA,"55_Gbif_12448"
"12450","Colletes caspicus",37.070167,-6.688583,"Colletidae",1983,10,25,"Herrera, J","Warncke, Klaus",NA,"Andalusia","Donana National Park",NA,"55_Gbif_12449"
"12451","Hylaeus euryscapus",41.75678,-4.69906,"Colletidae",1982,6,30,"Asensio, E","Warncke, Klaus",NA,"Castile-Leon","Cigales",NA,"55_Gbif_12450"
"12452","Colletes nigricans",41.66257,-5.39368,"Colletidae",1982,6,28,"P.F. Torchio","M. Kuhlmann 2003",NA,"Castile and León","Toro, 15 km N",NA,"55_Gbif_12451"
"12453","Hylaeus variegatus",41.5262,-5.39526,"Colletidae",1982,6,29,NA,NA,NA,"Castile and León","Toro",NA,"55_Gbif_12452"
"12454","Hylaeus variegatus",41.66257,-5.39368,"Colletidae",1982,6,28,"P.F. Torchio","H.H. Dathe 1986",NA,"Castile and León","Toro, 15 km N",NA,"55_Gbif_12453"
"12455","Colletes albomaculatus",41.66257,-5.39368,"Colletidae",1982,6,28,NA,"M. Kuhlmann 2003",NA,"Castile and León","Toro, 15 km N",NA,"55_Gbif_12454"
"12456","Colletes mlokossewiczi",41.45972,-4.57945,"Colletidae",1982,7,3,NA,"M. Kuhlmann 2003",NA,"Castile and León","Valladolid, 25 km SE",NA,"55_Gbif_12455"
"12457","Colletes mlokossewiczi",41.45972,-4.57945,"Colletidae",1982,7,3,NA,"M. Kuhlmann 2003",NA,"Castile and León","Valladolid, 25 km SE",NA,"55_Gbif_12456"
"12458","Hylaeus lineolatus",41.45972,-4.57945,"Colletidae",1982,7,3,"P.F. Torchio","H.H. Dathe 1986",NA,"Castile and León","Valladolid, 25 km SE",NA,"55_Gbif_12457"
"12459","Hylaeus lineolatus",41.45972,-4.57945,"Colletidae",1982,7,3,"P.F. Torchio","H.H. Dathe 1986",NA,"Castile and León","Valladolid, 25 km SE",NA,"55_Gbif_12458"
"12460","Hylaeus absolutus",42.0124,-4.5309,"Colletidae",1982,7,4,"P.F. Torchio","H.H. Dathe 1986",NA,"Castile and León","Palencia",NA,"55_Gbif_12459"
"12461","Hylaeus variegatus",41.45972,-4.57945,"Colletidae",1982,7,3,"P.F. Torchio","H.H. Dathe 1986",NA,"Castile and León","Valladolid, 25 km SE",NA,"55_Gbif_12460"
"12462","Hylaeus variegatus",41.45972,-4.57945,"Colletidae",1982,7,3,"P.F. Torchio","H.H. Dathe 1986",NA,"Castile and León","Valladolid, 25 km SE",NA,"55_Gbif_12461"
"12463","Hylaeus variegatus",41.45972,-4.57945,"Colletidae",1982,7,3,"P.F. Torchio","H.H. Dathe 1986",NA,"Castile and León","Valladolid, 25 km SE",NA,"55_Gbif_12462"
"12464","Hylaeus variegatus",41.45972,-4.57945,"Colletidae",1982,7,3,"P.F. Torchio","H.H. Dathe 1986",NA,"Castile and León","Valladolid, 25 km SE",NA,"55_Gbif_12463"
"12465","Hylaeus variegatus",41.45972,-4.57945,"Colletidae",1982,7,3,"P.F. Torchio","H.H. Dathe 1986",NA,"Castile and León","Valladolid, 25 km SE",NA,"55_Gbif_12464"
"12466","Hylaeus variegatus",41.45972,-4.57945,"Colletidae",1982,7,3,"P.F. Torchio","H.H. Dathe 1986",NA,"Castile and León","Valladolid, 25 km SE",NA,"55_Gbif_12465"
"12469","Hylaeus clypearis",41.45972,-4.57945,"Colletidae",1982,7,3,"P.F. Torchio","H.H. Dathe 1986",NA,"Castile and León","Valladolid, 25 km SE",NA,"55_Gbif_12468"
"12470","Colletes pulchellus",41.45972,-4.57945,"Colletidae",1982,7,3,NA,"M. Kuhlmann 2003",NA,"Castile and León","Valladolid, 25 km SE",NA,"55_Gbif_12469"
"12471","Colletes pulchellus",41.45972,-4.57945,"Colletidae",1982,7,3,NA,"M. Kuhlmann 2003",NA,"Castile and León","Valladolid, 25 km SE",NA,"55_Gbif_12470"
"12472","Colletes pulchellus",41.45972,-4.57945,"Colletidae",1982,7,3,NA,"M. Kuhlmann 2003",NA,"Castile and León","Valladolid, 25 km SE",NA,"55_Gbif_12471"
"12473","Colletes pulchellus",41.45972,-4.57945,"Colletidae",1982,7,3,NA,"M. Kuhlmann 2003",NA,"Castile and León","Valladolid, 25 km SE",NA,"55_Gbif_12472"
"12474","Colletes pulchellus",41.45972,-4.57945,"Colletidae",1982,7,3,NA,"M. Kuhlmann 2003",NA,"Castile and León","Valladolid, 25 km SE",NA,"55_Gbif_12473"
"12475","Hylaeus imparilis",41.45972,-4.57945,"Colletidae",1982,7,3,"P.F. Torchio","H.H. Dathe 1986",NA,"Castile and León","Valladolid, 25 km SE",NA,"55_Gbif_12474"
"12476","Hylaeus soror",42.0124,-4.5309,"Colletidae",1982,7,4,"P.F. Torchio","H.H. Dathe 1986",NA,"Castile and León","Palencia",NA,"55_Gbif_12475"
"12477","Colletes schmidi",37.0561,-3.36877,"Colletidae",1982,8,4,"Ebmer, A","Kuhlmann, M","FEMALE","Andalusia","Veleta, W; Sierra Nevada",NA,"55_Gbif_12476"
"12478","Hylaeus adriaticus",37.0561,-3.36877,"Colletidae",1982,8,4,"Ebmer, A","Dathe","MALE","Andalusia","Veleta, W; Sierra Nevada",NA,"55_Gbif_12477"
"12479","Hylaeus adriaticus",37.0561,-3.36877,"Colletidae",1982,8,4,"Ebmer, A","Dathe","FEMALE","Andalusia","Veleta, W; Sierra Nevada",NA,"55_Gbif_12478"
"12480","Hylaeus signatus",41.69954,-4.83906,"Colletidae",1980,5,12,"E. Asensio, P.F. Torchio","H.H. Dathe 1986",NA,"Castile and León","Villanubla",NA,"55_Gbif_12479"
"12481","Hylaeus variegatus",41.1303,1.3196,"Colletidae",1980,7,20,NA,NA,NA,NA,"Tarragona, Las Palmeras",NA,"55_Gbif_12480"
"12482","Hylaeus imparilis",36.635,-4.485,"Colletidae",1979,4,21,"Parker, Frank",NA,"FEMALE","Andalusia","Torremolinos",NA,"55_Gbif_12481"
"12483","Hylaeus imparilis",36.635,-4.485,"Colletidae",1979,4,21,"Parker, Frank",NA,"MALE","Andalusia","Torremolinos",NA,"55_Gbif_12482"
"12484","Hylaeus conformis",36.62143,-4.50004,"Colletidae",1979,4,21,"F.D. Parker","H.H. Dathe 1986",NA,"Malaga","Torremolinos",NA,"55_Gbif_12483"
"12485","Hylaeus diplonymus",36.62143,-4.50004,"Colletidae",1979,4,21,"F.D. Parker","H.H. Dathe 1986",NA,"Malaga","Torremolinos",NA,"55_Gbif_12484"
"12486","Hylaeus diplonymus",36.62143,-4.50004,"Colletidae",1979,4,21,"F.D. Parker","H.H. Dathe 1986",NA,"Malaga","Torremolinos",NA,"55_Gbif_12485"
"12487","Hylaeus diplonymus",36.62143,-4.50004,"Colletidae",1979,4,21,"F.D. Parker","H.H. Dathe 1986",NA,"Malaga","Torremolinos",NA,"55_Gbif_12486"
"12488","Hylaeus diplonymus",36.62143,-4.50004,"Colletidae",1979,4,21,"F.D. Parker","H.H. Dathe 1986",NA,"Malaga","Torremolinos",NA,"55_Gbif_12487"
"12489","Hylaeus signatus",36.62143,-4.50004,"Colletidae",1979,6,21,"G.E. Bohart","H.H. Dathe 1986",NA,"Malaga","Torremolinos",NA,"55_Gbif_12488"
"12490","Hylaeus imparilis",36.635,-4.485,"Colletidae",1978,4,25,"Bohart, George","Dathe","FEMALE","Andalusia","Torremolinos",NA,"55_Gbif_12489"
"12491","Hylaeus euryscapus",36.635,-4.485,"Colletidae",1978,4,25,"Bohart, George",NA,"MALE","Andalusia","Torremolinos",NA,"55_Gbif_12490"
"12492","Hylaeus sulphuripes",36.62143,-4.50004,"Colletidae",1978,4,10,"G.E. Bohart","H.H. Dathe 1986",NA,"Malaga","Torremolinos",NA,"55_Gbif_12491"
"12493","Hylaeus sulphuripes",36.62143,-4.50004,"Colletidae",1978,4,25,"G.E. Bohart","H.H. Dathe 1986",NA,"Malaga","Torremolinos",NA,"55_Gbif_12492"
"12494","Hylaeus sulphuripes",36.62143,-4.50004,"Colletidae",1978,4,25,"G.E. Bohart","H.H. Dathe 1986",NA,"Malaga","Torremolinos",NA,"55_Gbif_12493"
"12495","Hylaeus sulphuripes",36.62143,-4.50004,"Colletidae",1978,4,25,"G.E. Bohart","H.H. Dathe 1986",NA,"Malaga","Torremolinos",NA,"55_Gbif_12494"
"12496","Hylaeus pictus",36.62143,-4.50004,"Colletidae",1978,4,15,"G.E. Bohart","H.H. Dathe 1986",NA,"Malaga","Torremolinos",NA,"55_Gbif_12495"
"12497","Hylaeus pictus",36.62143,-4.50004,"Colletidae",1978,4,15,"G.E. Bohart","H.H. Dathe 1986",NA,"Malaga","Torremolinos",NA,"55_Gbif_12496"
"12498","Hylaeus conformis",36.62143,-4.50004,"Colletidae",1978,4,10,"G.E. Bohart","H.H. Dathe 1986",NA,"Malaga","Torremolinos",NA,"55_Gbif_12497"
"12499","Colletes foveolaris",36.99056,-4.41367,"Colletidae",1978,4,14,"G.E. Bohart","M. Kuhlmann 2003",NA,"Malaga","Malaga, 30 km N",NA,"55_Gbif_12498"
"12500","Hylaeus imparilis",36.62143,-4.50004,"Colletidae",1978,4,25,"G.E. Bohart","H.H. Dathe 1986",NA,"Malaga","Torremolinos",NA,"55_Gbif_12499"
"12501","Hylaeus imparilis",36.62143,-4.50004,"Colletidae",1978,4,10,"G.E. Bohart","H.H. Dathe 1986",NA,"Malaga","Torremolinos",NA,"55_Gbif_12500"
"12502","Hylaeus imparilis",36.62143,-4.50004,"Colletidae",1978,4,25,"G.E. Bohart","H.H. Dathe 1986",NA,"Malaga","Torremolinos",NA,"55_Gbif_12501"
"12503","Hylaeus diplonymus",36.62143,-4.50004,"Colletidae",1978,4,10,"G.E. Bohart","H.H. Dathe 1986",NA,"Malaga","Torremolinos",NA,"55_Gbif_12502"
"12504","Hylaeus diplonymus",36.62143,-4.50004,"Colletidae",1978,4,10,"G.E. Bohart","H.H. Dathe 1986",NA,"Malaga","Torremolinos",NA,"55_Gbif_12503"
"12505","Hylaeus diplonymus",36.62143,-4.50004,"Colletidae",1978,4,10,"G.E. Bohart","H.H. Dathe 1986",NA,"Malaga","Torremolinos",NA,"55_Gbif_12504"
"12506","Hylaeus diplonymus",36.62143,-4.50004,"Colletidae",1978,4,10,"G.E. Bohart","H.H. Dathe 1986",NA,"Malaga","Torremolinos",NA,"55_Gbif_12505"
"12507","Hylaeus diplonymus",36.62143,-4.50004,"Colletidae",1978,4,10,"G.E. Bohart","H.H. Dathe 1986",NA,"Malaga","Torremolinos",NA,"55_Gbif_12506"
"12508","Hylaeus diplonymus",36.62143,-4.50004,"Colletidae",1978,4,10,"G.E. Bohart","H.H. Dathe 1986",NA,"Malaga","Torremolinos",NA,"55_Gbif_12507"
"12509","Hylaeus diplonymus",36.62143,-4.50004,"Colletidae",1978,4,25,"G.E. Bohart","H.H. Dathe 1986",NA,"Malaga","Torremolinos",NA,"55_Gbif_12508"
"12510","Hylaeus diplonymus",36.62143,-4.50004,"Colletidae",1978,4,10,"G.E. Bohart","H.H. Dathe 1986",NA,"Malaga","Torremolinos",NA,"55_Gbif_12509"
"12511","Hylaeus diplonymus",36.62143,-4.50004,"Colletidae",1978,4,10,"G.E. Bohart","H.H. Dathe 1986",NA,"Malaga","Torremolinos",NA,"55_Gbif_12510"
"12512","Hylaeus pictipes",36.62143,-4.50004,"Colletidae",1978,4,15,"G.E. Bohart","H.H. Dathe 1986",NA,"Malaga","Torremolinos",NA,"55_Gbif_12511"
"12513","Hylaeus pictipes",36.62143,-4.50004,"Colletidae",1978,4,25,"G.E. Bohart","H.H. Dathe 1986",NA,"Malaga","Torremolinos",NA,"55_Gbif_12512"
"12514","Hylaeus pictipes",36.62143,-4.50004,"Colletidae",1978,4,25,"G.E. Bohart","H.H. Dathe 1986",NA,"Malaga","Torremolinos",NA,"55_Gbif_12513"
"12515","Hylaeus pictipes",36.62143,-4.50004,"Colletidae",1978,4,25,"G.E. Bohart","H.H. Dathe 1986",NA,"Malaga","Torremolinos",NA,"55_Gbif_12514"
"12516","Hylaeus pictipes",36.62143,-4.50004,"Colletidae",1978,4,25,"G.E. Bohart","H.H. Dathe 1986",NA,"Malaga","Torremolinos",NA,"55_Gbif_12515"
"12517","Hylaeus signatus",36.62143,-4.50004,"Colletidae",1978,4,10,"G.E. Bohart","H.H. Dathe 1986",NA,"Malaga","Torremolinos",NA,"55_Gbif_12516"
